[04-08 15:02:24.891]create bugbear471  pos = 91765 123732, angle = 145, rTime = 60
[04-08 15:02:26.679]create bugbear638  pos = 116349 16250, angle = 145, rTime = 50
[04-08 15:02:26.679]create bugbear638  pos = 113772 17569, angle = 145, rTime = 50
[04-08 15:02:26.679]create bugbear638  pos = 113661 12774, angle = 145, rTime = 50
[04-08 15:02:26.679]create bugbear638  pos = 114748 13541, angle = 145, rTime = 50
[04-08 15:02:26.679]create bugbear638  pos = 115360 15224, angle = 145, rTime = 50
[04-08 15:02:26.679]create bugbear638  pos = 113363 15990, angle = 145, rTime = 50
[04-08 15:02:26.679]create bugbear638  pos = 102479 15112, angle = 145, rTime = 50
[04-08 15:02:26.679]create bugbear638  pos = 202358 58041, angle = 145, rTime = 50
[04-08 15:02:26.679]create bugbear638  pos = 200392 58527, angle = 145, rTime = 50
[04-08 15:02:26.679]create bugbear638  pos = 198563 59747, angle = 145, rTime = 50
[04-08 15:02:26.679]create bugbear638  pos = 198787 60938, angle = 145, rTime = 50
[04-08 15:02:26.679]create bugbear638  pos = 204685 50798, angle = 145, rTime = 50
[04-08 15:02:26.679]create bugbear612  pos = 218509 47431, angle = 235, rTime = 50
[04-08 15:02:26.679]create bugbear612  pos = 218915 47958, angle = 265, rTime = 50
[04-08 15:02:26.679]create bugbear611  pos = 219118 47565, angle = 265, rTime = 50
[04-08 15:02:26.679]create bugbear611  pos = 235685 54990, angle = 280, rTime = 50
[04-08 15:02:26.679]create bugbear612  pos = 234959 54970, angle = 340, rTime = 50
[04-08 15:02:26.679]create bugbear612  pos = 234500 55318, angle = 310, rTime = 50
[04-08 15:02:26.679]create bugbear612  pos = 234084 58353, angle = 310, rTime = 50
[04-08 15:02:26.679]create bugbear612  pos = 233289 58715, angle = 280, rTime = 50
[04-08 15:02:26.679]create bugbear612  pos = 232222 57516, angle = 280, rTime = 50
[04-08 15:02:26.679]create bugbear612  pos = 233709 61459, angle = 295, rTime = 50
[04-08 15:02:26.679]create bugbear611  pos = 233905 61836, angle = 280, rTime = 50
[04-08 15:02:26.679]create bugbear611  pos = 242601 71466, angle = 205, rTime = 50
[04-08 15:02:26.679]create bugbear612  pos = 243705 72293, angle = 205, rTime = 50
[04-08 15:02:26.680]create bugbear612  pos = 257499 58263, angle = 250, rTime = 50
[04-08 15:02:26.680]create bugbear612  pos = 257282 59154, angle = 295, rTime = 50
[04-08 15:02:26.680]create bugbear612  pos = 258663 64371, angle = 265, rTime = 50
[04-08 15:02:26.680]create bugbear612  pos = 258898 65200, angle = 265, rTime = 50
[04-08 15:02:26.680]create bugbear612  pos = 258301 64847, angle = 280, rTime = 50
[04-08 15:02:26.680]create bugbear612  pos = 250789 53139, angle = 280, rTime = 50
[04-08 15:02:26.680]create bugbear612  pos = 250031 53212, angle = 340, rTime = 50
[04-08 15:02:26.680]create bugbear612  pos = 251661 52964, angle = 340, rTime = 50
[04-08 15:02:26.680]create bugbear611  pos = 250695 53660, angle = 160, rTime = 50
[04-08 15:02:26.680]create bugbear611  pos = 251303 53474, angle = 160, rTime = 50
[04-08 15:02:26.680]create bugbear659  pos = 251914 53473, angle = 10, rTime = 50
[04-08 15:02:26.680]create bugbear659  pos = 258401 57815, angle = 295, rTime = 50
[04-08 15:02:26.680]create bugbear193  pos = 258329 47223, angle = 145, rTime = 50
[04-08 15:02:26.680]create bugbear193  pos = 257506 47397, angle = 145, rTime = 50
[04-08 15:02:26.680]create bugbear193  pos = 257977 46391, angle = 145, rTime = 50
[04-08 15:02:26.680]create bugbear193  pos = 258105 48423, angle = 145, rTime = 50
[04-08 15:02:26.680]create bugbear193  pos = 259185 48708, angle = 145, rTime = 50
[04-08 15:02:26.680]create bugbear193  pos = 262465 38880, angle = 145, rTime = 50
[04-08 15:02:26.680]create bugbear193  pos = 262181 39647, angle = 130, rTime = 50
[04-08 15:02:26.680]create bugbear193  pos = 263132 39634, angle = 238, rTime = 50
[04-08 15:02:26.680]create bugbear193  pos = 261615 39352, angle = 145, rTime = 50
[04-08 15:02:26.680]create bugbear193  pos = 263854 36254, angle = 145, rTime = 50
[04-08 15:02:26.680]create bugbear193  pos = 266116 39527, angle = 145, rTime = 50
[04-08 15:02:26.680]create bugbear193  pos = 266364 40920, angle = 145, rTime = 50
[04-08 15:02:26.680]create bugbear193  pos = 266118 40147, angle = 145, rTime = 50
[04-08 15:02:26.680]create bugbear659  pos = 243713 79668, angle = 325, rTime = 50
[04-08 15:02:26.680]create bugbear611  pos = 243559 80262, angle = 280, rTime = 50
[04-08 15:02:26.680]create bugbear611  pos = 244388 79991, angle = 340, rTime = 50
[04-08 15:02:26.680]create bugbear612  pos = 242956 80601, angle = 295, rTime = 50
[04-08 15:02:26.680]create bugbear612  pos = 245012 79558, angle = 355, rTime = 50
[04-08 15:02:26.680]create bugbear612  pos = 243595 81354, angle = 250, rTime = 50
[04-08 15:02:26.680]create bugbear612  pos = 243921 82535, angle = 214, rTime = 50
[04-08 15:02:26.680]create bugbear461  pos = 65961 263573, angle = 280, rTime = 90
[04-08 15:02:26.680]create bugbear461  pos = 65890 262805, angle = 130, rTime = 90
[04-08 15:02:26.681]create bugbear461  pos = 65812 264064, angle = 130, rTime = 90
[04-08 15:02:26.681]create bugbear461  pos = 66745 263534, angle = 160, rTime = 90
[04-08 15:02:26.681]create bugbear461  pos = 67045 262468, angle = 160, rTime = 90
[04-08 15:02:26.681]create bugbear461  pos = 67328 264260, angle = 190, rTime = 90
[04-08 15:02:26.681]create bugbear461  pos = 66935 264840, angle = 280, rTime = 90
[04-08 15:02:26.681]create bugbear635  pos = 155930 387371, angle = 25, rTime = 60
[04-08 15:02:26.681]create bugbear462  pos = 155148 389278, angle = 250, rTime = 60
[04-08 15:02:26.681]create bugbear462  pos = 156218 389867, angle = 250, rTime = 60
[04-08 15:02:26.681]create bugbear462  pos = 157070 389004, angle = 250, rTime = 60
[04-08 15:02:26.681]create bugbear462  pos = 157515 390165, angle = 310, rTime = 60
[04-08 15:02:26.681]create bugbear462  pos = 155398 390616, angle = 10, rTime = 60
[04-08 15:02:26.681]create bugbear462  pos = 156955 390829, angle = 25, rTime = 60
[04-08 15:02:26.681]create bugbear462  pos = 154131 390745, angle = 25, rTime = 60
[04-08 15:02:26.681]create bugbear462  pos = 153895 389592, angle = 85, rTime = 60
[04-08 15:02:26.681]create bugbear635  pos = 157681 390532, angle = 325, rTime = 60
[04-08 15:02:26.681]create bugbear635  pos = 156170 391440, angle = 325, rTime = 60
[04-08 15:02:26.681]create bugbear635  pos = 158089 388775, angle = 325, rTime = 60
[04-08 15:02:26.681]create bugbear469  pos = 150674 339857, angle = 145, rTime = 120
[04-08 15:02:26.681]create bugbear469  pos = 150297 340149, angle = 145, rTime = 120
[04-08 15:02:26.681]create bugbear469  pos = 151086 339093, angle = 145, rTime = 120
[04-08 15:02:26.681]create bugbear469  pos = 150126 338526, angle = 145, rTime = 120
[04-08 15:02:26.682]create bugbear469  pos = 150607 338443, angle = 145, rTime = 120
[04-08 15:02:26.682]create bugbear469  pos = 150296 339121, angle = 145, rTime = 120
[04-08 15:02:26.682]create bugbear469  pos = 149895 340393, angle = 145, rTime = 120
[04-08 15:02:26.682]create bugbear469  pos = 150166 340636, angle = 235, rTime = 120
[04-08 15:02:26.682]create bugbear469  pos = 150637 338909, angle = 205, rTime = 120
[04-08 15:02:26.682]create bugbear469  pos = 151098 339542, angle = 205, rTime = 120
[04-08 15:02:26.682]create bugbear469  pos = 151624 339936, angle = 205, rTime = 120
[04-08 15:02:26.682]create bugbear469  pos = 151094 340033, angle = 205, rTime = 120
[04-08 15:02:26.682]create bugbear469  pos = 151466 340322, angle = 205, rTime = 120
[04-08 15:02:26.682]create bugbear469  pos = 150396 340773, angle = 205, rTime = 120
[04-08 15:02:26.682]create bugbear469  pos = 150659 341466, angle = 205, rTime = 120
[04-08 15:02:26.682]create bugbear469  pos = 150891 342171, angle = 205, rTime = 120
[04-08 15:02:26.682]create bugbear469  pos = 151311 341040, angle = 205, rTime = 120
[04-08 15:02:26.682]create bugbear469  pos = 151511 341703, angle = 205, rTime = 120
[04-08 15:02:26.682]create bugbear469  pos = 150916 340657, angle = 205, rTime = 120
[04-08 15:02:26.682]create bugbear469  pos = 151120 341481, angle = 205, rTime = 120
[04-08 15:02:26.682]create bugbear469  pos = 151389 342422, angle = 205, rTime = 120
[04-08 15:02:26.682]create bugbear469  pos = 151370 342867, angle = 205, rTime = 120
[04-08 15:02:26.682]create bugbear469  pos = 151212 341863, angle = 205, rTime = 120
[04-08 15:02:26.682]create bugbear469  pos = 151756 340945, angle = 205, rTime = 120
[04-08 15:02:26.682]create bugbear469  pos = 151970 339097, angle = 205, rTime = 120
[04-08 15:02:26.682]create bugbear469  pos = 151773 341866, angle = 205, rTime = 120
[04-08 15:02:26.682]create bugbear469  pos = 152335 339522, angle = 205, rTime = 120
[04-08 15:02:26.682]create bugbear469  pos = 152268 340335, angle = 205, rTime = 120
[04-08 15:02:26.682]create bugbear469  pos = 152195 340867, angle = 205, rTime = 120
[04-08 15:02:26.682]create bugbear511  pos = 151506 338646, angle = 205, rTime = 30
[04-08 15:02:26.682]create bugbear511  pos = 151896 342146, angle = 145, rTime = 30
[04-08 15:02:26.682]create bugbear500  pos = 151751 338762, angle = 235, rTime = 30
[04-08 15:02:26.682]create bugbear593  pos = 111810 372132, angle = 310, rTime = 60
[04-08 15:02:26.682]create bugbear593  pos = 111890 372588, angle = 265, rTime = 60
[04-08 15:02:26.682]create bugbear594  pos = 111966 372958, angle = 295, rTime = 60
[04-08 15:02:26.682]create bugbear594  pos = 111730 373376, angle = 265, rTime = 60
[04-08 15:02:26.682]create bugbear594  pos = 131196 374548, angle = 295, rTime = 60
[04-08 15:02:26.682]create bugbear594  pos = 130883 375114, angle = 250, rTime = 60
[04-08 15:02:26.682]create bugbear593  pos = 131382 375031, angle = 280, rTime = 60
[04-08 15:02:26.682]create bugbear593  pos = 150324 377168, angle = 250, rTime = 60
[04-08 15:02:26.682]create bugbear593  pos = 150845 377403, angle = 250, rTime = 60
[04-08 15:02:26.682]create bugbear594  pos = 150527 377684, angle = 310, rTime = 60
[04-08 15:02:26.682]create bugbear594  pos = 151258 378454, angle = 235, rTime = 60
[04-08 15:02:26.682]create bugbear626  pos = 151016 379036, angle = 205, rTime = 60
[04-08 15:02:26.682]create bugbear626  pos = 150669 378691, angle = 250, rTime = 60
[04-08 15:02:26.683]create bugbear186  pos = 125893 302956, angle = 145, rTime = 60
[04-08 15:02:26.683]create bugbear186  pos = 126482 302466, angle = 145, rTime = 60
[04-08 15:02:26.683]create bugbear186  pos = 126719 302096, angle = 145, rTime = 60
[04-08 15:02:26.683]create bugbear186  pos = 129134 301664, angle = 145, rTime = 60
[04-08 15:02:26.683]create bugbear186  pos = 129515 301425, angle = 145, rTime = 60
[04-08 15:02:26.683]create bugbear186  pos = 131027 300949, angle = 145, rTime = 60
[04-08 15:02:26.683]create bugbear186  pos = 132025 300707, angle = 145, rTime = 60
[04-08 15:02:26.683]create bugbear186  pos = 134013 301472, angle = 145, rTime = 60
[04-08 15:02:26.683]create bugbear186  pos = 135410 302299, angle = 145, rTime = 60
[04-08 15:02:26.683]create bugbear186  pos = 139050 301321, angle = 145, rTime = 60
[04-08 15:02:26.683]create bugbear186  pos = 140201 301467, angle = 145, rTime = 60
[04-08 15:02:26.683]create bugbear186  pos = 141238 301344, angle = 145, rTime = 60
[04-08 15:02:26.683]create bugbear186  pos = 143315 301388, angle = 145, rTime = 60
[04-08 15:02:26.683]create bugbear186  pos = 145242 302227, angle = 145, rTime = 60
[04-08 15:02:26.683]create bugbear186  pos = 146163 301339, angle = 145, rTime = 60
[04-08 15:02:26.683]create bugbear186  pos = 148028 301393, angle = 145, rTime = 60
[04-08 15:02:26.683]create bugbear186  pos = 149078 302735, angle = 145, rTime = 60
[04-08 15:02:26.683]create bugbear186  pos = 150749 303483, angle = 145, rTime = 60
[04-08 15:02:26.683]create bugbear186  pos = 151278 305010, angle = 145, rTime = 60
[04-08 15:02:26.683]create bugbear186  pos = 151316 306566, angle = 145, rTime = 60
[04-08 15:02:26.683]create bugbear186  pos = 151242 307213, angle = 145, rTime = 60
[04-08 15:02:26.683]create bugbear186  pos = 151410 309291, angle = 145, rTime = 60
[04-08 15:02:26.683]create bugbear186  pos = 151408 311244, angle = 145, rTime = 60
[04-08 15:02:26.683]create bugbear186  pos = 151440 312814, angle = 145, rTime = 60
[04-08 15:02:26.683]create bugbear186  pos = 152540 314852, angle = 145, rTime = 60
[04-08 15:02:26.683]create bugbear186  pos = 152157 316709, angle = 145, rTime = 60
[04-08 15:02:26.683]create bugbear186  pos = 151292 318510, angle = 145, rTime = 60
[04-08 15:02:26.683]create bugbear186  pos = 151662 320392, angle = 145, rTime = 60
[04-08 15:02:26.684]create bugbear186  pos = 151284 323418, angle = 145, rTime = 60
[04-08 15:02:26.684]create bugbear186  pos = 150804 324070, angle = 145, rTime = 60
[04-08 15:02:26.684]create bugbear186  pos = 148222 326295, angle = 145, rTime = 60
[04-08 15:02:26.684]create bugbear186  pos = 147581 326651, angle = 145, rTime = 60
[04-08 15:02:26.684]create bugbear186  pos = 143905 327128, angle = 145, rTime = 60
[04-08 15:02:26.684]create bugbear186  pos = 141742 327237, angle = 145, rTime = 60
[04-08 15:02:26.684]create bugbear186  pos = 140178 326454, angle = 145, rTime = 60
[04-08 15:02:26.684]create bugbear186  pos = 137232 327073, angle = 145, rTime = 60
[04-08 15:02:26.684]create bugbear186  pos = 136440 326888, angle = 145, rTime = 60
[04-08 15:02:26.684]create bugbear186  pos = 133359 326636, angle = 145, rTime = 60
[04-08 15:02:26.684]create bugbear186  pos = 131142 326664, angle = 145, rTime = 60
[04-08 15:02:26.684]create bugbear186  pos = 128335 326458, angle = 145, rTime = 60
[04-08 15:02:26.684]create bugbear186  pos = 127636 326102, angle = 145, rTime = 60
[04-08 15:02:26.684]create bugbear186  pos = 126789 324417, angle = 145, rTime = 60
[04-08 15:02:26.684]create bugbear186  pos = 125898 322762, angle = 145, rTime = 60
[04-08 15:02:26.684]create bugbear186  pos = 126106 321282, angle = 145, rTime = 60
[04-08 15:02:26.684]create bugbear186  pos = 126184 319030, angle = 145, rTime = 60
[04-08 15:02:26.684]create bugbear186  pos = 126342 317297, angle = 145, rTime = 60
[04-08 15:02:26.684]create bugbear186  pos = 126023 314920, angle = 145, rTime = 60
[04-08 15:02:26.684]create bugbear186  pos = 125887 313172, angle = 145, rTime = 60
[04-08 15:02:26.684]create bugbear186  pos = 125429 311136, angle = 145, rTime = 60
[04-08 15:02:26.684]create bugbear186  pos = 123714 309511, angle = 145, rTime = 60
[04-08 15:02:26.684]create bugbear186  pos = 123834 308981, angle = 145, rTime = 60
[04-08 15:02:26.684]create bugbear186  pos = 124166 306953, angle = 145, rTime = 60
[04-08 15:02:26.684]create bugbear186  pos = 124389 306617, angle = 145, rTime = 60
[04-08 15:02:26.684]create bugbear186  pos = 124928 303561, angle = 145, rTime = 60
[04-08 15:02:26.684]create bugbear777  pos = 109622 347197, angle = 145, rTime = 3600
[04-08 15:02:26.684]create bugbear777  pos = 108692 356406, angle = 145, rTime = 3600
[04-08 15:02:26.684]create bugbear777  pos = 100343 344628, angle = 145, rTime = 3600
[04-08 15:02:26.684]create bugbear777  pos = 107778 342597, angle = 145, rTime = 3600
[04-08 15:02:26.684]create bugbear777  pos = 98381 349941, angle = 145, rTime = 3600
[04-08 15:02:26.685]create bugbear1009  pos = 256614 245477, angle = 280, rTime = 1800
[04-08 15:02:26.686]create bugbear511  pos = 194864 55663, angle = 250, rTime = 90
[04-08 15:02:26.686]create bugbear470  pos = 196494 54821, angle = 190, rTime = 90
[04-08 15:02:26.686]create bugbear470  pos = 195636 55070, angle = 190, rTime = 90
[04-08 15:02:26.686]create bugbear470  pos = 195897 55993, angle = 190, rTime = 90
[04-08 15:02:26.686]create bugbear470  pos = 196645 55975, angle = 190, rTime = 90
[04-08 15:02:26.686]create bugbear470  pos = 195931 54720, angle = 190, rTime = 90
[04-08 15:02:26.686]create bugbear470  pos = 195450 53778, angle = 190, rTime = 90
[04-08 15:02:26.686]create bugbear470  pos = 195049 54436, angle = 190, rTime = 90
[04-08 15:02:26.686]create bugbear470  pos = 195241 55313, angle = 190, rTime = 90
[04-08 15:02:26.686]create bugbear470  pos = 194341 54176, angle = 190, rTime = 90
[04-08 15:02:26.686]create bugbear470  pos = 194737 54896, angle = 190, rTime = 90
[04-08 15:02:26.686]create bugbear470  pos = 196098 56397, angle = 190, rTime = 90
[04-08 15:02:26.686]create bugbear470  pos = 195578 56725, angle = 190, rTime = 90
[04-08 15:02:26.686]create bugbear470  pos = 195069 56022, angle = 190, rTime = 90
[04-08 15:02:26.686]create bugbear470  pos = 194711 55308, angle = 190, rTime = 90
[04-08 15:02:26.686]create bugbear470  pos = 195577 55660, angle = 190, rTime = 90
[04-08 15:02:26.686]create bugbear470  pos = 195471 54188, angle = 190, rTime = 90
[04-08 15:02:26.686]create bugbear470  pos = 195863 53593, angle = 190, rTime = 90
[04-08 15:02:26.686]create bugbear470  pos = 196680 53595, angle = 190, rTime = 90
[04-08 15:02:26.686]create bugbear470  pos = 197295 54837, angle = 190, rTime = 90
[04-08 15:02:26.686]create bugbear470  pos = 193601 53538, angle = 190, rTime = 90
[04-08 15:02:26.686]create bugbear470  pos = 193113 54184, angle = 190, rTime = 90
[04-08 15:02:26.686]create bugbear470  pos = 193869 53938, angle = 190, rTime = 90
[04-08 15:02:26.686]create bugbear470  pos = 193536 54034, angle = 190, rTime = 90
[04-08 15:02:26.686]create bugbear470  pos = 193092 53331, angle = 190, rTime = 90
[04-08 15:02:26.686]create bugbear470  pos = 192623 53785, angle = 190, rTime = 90
[04-08 15:02:26.686]create bugbear470  pos = 193722 54442, angle = 190, rTime = 90
[04-08 15:02:26.686]create bugbear470  pos = 194100 56680, angle = 190, rTime = 90
[04-08 15:02:26.686]create bugbear470  pos = 194194 55922, angle = 190, rTime = 90
[04-08 15:02:26.686]create bugbear470  pos = 194318 55418, angle = 190, rTime = 90
[04-08 15:02:26.686]create bugbear500  pos = 194424 53272, angle = 250, rTime = 90
[04-08 15:02:26.686]create bugbear500  pos = 195608 56079, angle = 295, rTime = 90
[04-08 15:02:26.687]create bugbear500  pos = 196089 54869, angle = 280, rTime = 90
[04-08 15:02:26.687]create bugbear511  pos = 195328 54767, angle = 250, rTime = 90
[04-08 15:02:26.687]create bugbear590  pos = 171378 112307, angle = 355, rTime = 90
[04-08 15:02:26.687]create bugbear461  pos = 171067 112891, angle = 70, rTime = 90
[04-08 15:02:26.687]create bugbear461  pos = 171995 112780, angle = 205, rTime = 90
[04-08 15:02:26.687]create bugbear461  pos = 171855 113659, angle = 250, rTime = 90
[04-08 15:02:26.687]create bugbear461  pos = 170777 113653, angle = 250, rTime = 90
[04-08 15:02:26.687]create bugbear461  pos = 172685 112854, angle = 340, rTime = 90
[04-08 15:02:26.687]create bugbear461  pos = 171151 112216, angle = 340, rTime = 90
[04-08 15:02:26.687]create bugbear461  pos = 170441 111539, angle = 40, rTime = 90
[04-08 15:02:26.687]create bugbear461  pos = 170054 112699, angle = 85, rTime = 90
[04-08 15:02:26.687]create bugbear461  pos = 169676 113713, angle = 145, rTime = 90
[04-08 15:02:26.687]create bugbear461  pos = 171254 114182, angle = 160, rTime = 90
[04-08 15:02:26.687]create bugbear461  pos = 172870 111975, angle = 160, rTime = 90
[04-08 15:02:26.687]create bugbear590  pos = 172683 111453, angle = 265, rTime = 90
[04-08 15:02:26.687]create bugbear590  pos = 172632 114021, angle = 355, rTime = 90
[04-08 15:02:26.687]create bugbear777  pos = 122618 33204, angle = 145, rTime = 3600
[04-08 15:02:26.687]create bugbear777  pos = 117064 32908, angle = 145, rTime = 3600
[04-08 15:02:26.687]create bugbear777  pos = 114456 45462, angle = 145, rTime = 3600
[04-08 15:02:26.687]create bugbear777  pos = 141032 55916, angle = 145, rTime = 3600
[04-08 15:02:26.687]create bugbear777  pos = 118067 41786, angle = 145, rTime = 3600
[04-08 15:02:26.688]create bugbear776  pos = 313500 246900, angle = 145, rTime = 1800
[04-08 15:02:26.688]create bugbear748  pos = 317125 246301, angle = 145, rTime = 60
[04-08 15:02:26.688]create bugbear748  pos = 315399 243080, angle = 145, rTime = 60
[04-08 15:02:26.688]create bugbear761  pos = 314702 243388, angle = 145, rTime = 60
[04-08 15:02:26.688]create bugbear748  pos = 314997 245092, angle = 145, rTime = 60
[04-08 15:02:26.688]create bugbear748  pos = 314366 245908, angle = 145, rTime = 60
[04-08 15:02:26.688]create bugbear761  pos = 314262 246756, angle = 145, rTime = 60
[04-08 15:02:26.688]create bugbear761  pos = 315618 246927, angle = 145, rTime = 60
[04-08 15:02:26.688]create bugbear748  pos = 313083 247373, angle = 145, rTime = 60
[04-08 15:02:26.688]create bugbear748  pos = 313233 248476, angle = 145, rTime = 60
[04-08 15:02:26.688]create bugbear761  pos = 314108 247962, angle = 145, rTime = 60
[04-08 15:02:26.688]create bugbear761  pos = 314340 249095, angle = 145, rTime = 60
[04-08 15:02:26.688]create bugbear748  pos = 315136 250201, angle = 145, rTime = 60
[04-08 15:02:26.688]create bugbear761  pos = 315843 250876, angle = 145, rTime = 60
[04-08 15:02:26.688]create bugbear761  pos = 315048 251156, angle = 145, rTime = 60
[04-08 15:02:26.688]create bugbear748  pos = 314592 251387, angle = 145, rTime = 60
[04-08 15:02:26.688]create bugbear761  pos = 314916 252504, angle = 145, rTime = 60
[04-08 15:02:26.688]create bugbear761  pos = 313970 252586, angle = 145, rTime = 60
[04-08 15:02:26.688]create bugbear761  pos = 314233 253608, angle = 145, rTime = 60
[04-08 15:02:26.688]create bugbear761  pos = 314764 254367, angle = 145, rTime = 60
[04-08 15:02:26.688]create bugbear761  pos = 315815 254680, angle = 145, rTime = 60
[04-08 15:02:26.688]create bugbear748  pos = 315390 255792, angle = 145, rTime = 60
[04-08 15:02:26.688]create bugbear761  pos = 314000 256079, angle = 145, rTime = 60
[04-08 15:02:26.688]create bugbear761  pos = 313459 256772, angle = 145, rTime = 60
[04-08 15:02:26.688]create bugbear748  pos = 312903 257422, angle = 145, rTime = 60
[04-08 15:02:26.688]create bugbear748  pos = 312380 258048, angle = 145, rTime = 60
[04-08 15:02:26.688]create bugbear748  pos = 316627 256154, angle = 145, rTime = 60
[04-08 15:02:26.688]create bugbear761  pos = 316929 257048, angle = 145, rTime = 60
[04-08 15:02:26.688]create bugbear761  pos = 317618 257639, angle = 145, rTime = 60
[04-08 15:02:26.688]create bugbear748  pos = 317044 258259, angle = 145, rTime = 60
[04-08 15:02:26.688]create bugbear748  pos = 317863 258800, angle = 145, rTime = 60
[04-08 15:02:26.688]create bugbear748  pos = 315903 249263, angle = 145, rTime = 60
[04-08 15:02:26.688]create bugbear761  pos = 315386 249686, angle = 145, rTime = 60
[04-08 15:02:26.688]create bugbear748  pos = 320678 256703, angle = 145, rTime = 60
[04-08 15:02:26.688]create bugbear748  pos = 321161 257427, angle = 145, rTime = 60
[04-08 15:02:26.688]create bugbear748  pos = 321332 258386, angle = 145, rTime = 60
[04-08 15:02:26.688]create bugbear761  pos = 322173 257597, angle = 145, rTime = 60
[04-08 15:02:26.688]create bugbear761  pos = 321947 258913, angle = 145, rTime = 60
[04-08 15:02:26.688]create bugbear761  pos = 322835 257367, angle = 145, rTime = 60
[04-08 15:02:26.689]create bugbear761  pos = 323924 257945, angle = 145, rTime = 60
[04-08 15:02:26.689]create bugbear761  pos = 323250 256676, angle = 145, rTime = 60
[04-08 15:02:26.689]create bugbear761  pos = 324352 256637, angle = 145, rTime = 60
[04-08 15:02:26.689]create bugbear748  pos = 325327 256793, angle = 145, rTime = 60
[04-08 15:02:26.689]create bugbear748  pos = 324655 257625, angle = 145, rTime = 60
[04-08 15:02:26.689]create bugbear748  pos = 327078 256529, angle = 145, rTime = 60
[04-08 15:02:26.689]create bugbear761  pos = 327775 257067, angle = 145, rTime = 60
[04-08 15:02:26.689]create bugbear761  pos = 327646 257838, angle = 145, rTime = 60
[04-08 15:02:26.689]create bugbear761  pos = 328742 257209, angle = 145, rTime = 60
[04-08 15:02:26.689]create bugbear761  pos = 329453 256404, angle = 145, rTime = 60
[04-08 15:02:26.689]create bugbear748  pos = 331457 254458, angle = 145, rTime = 60
[04-08 15:02:26.689]create bugbear761  pos = 332464 254898, angle = 145, rTime = 60
[04-08 15:02:26.689]create bugbear761  pos = 335701 247531, angle = 145, rTime = 60
[04-08 15:02:26.689]create bugbear761  pos = 335577 246730, angle = 145, rTime = 60
[04-08 15:02:26.689]create bugbear748  pos = 334598 245912, angle = 145, rTime = 60
[04-08 15:02:26.689]create bugbear748  pos = 336130 245508, angle = 145, rTime = 60
[04-08 15:02:26.689]create bugbear761  pos = 334695 244809, angle = 145, rTime = 60
[04-08 15:02:26.689]create bugbear761  pos = 334706 243815, angle = 145, rTime = 60
[04-08 15:02:26.689]create bugbear748  pos = 334044 244012, angle = 145, rTime = 60
[04-08 15:02:26.689]create bugbear748  pos = 332234 246098, angle = 145, rTime = 60
[04-08 15:02:26.689]create bugbear761  pos = 332741 245871, angle = 145, rTime = 60
[04-08 15:02:26.689]create bugbear761  pos = 331378 244841, angle = 145, rTime = 60
[04-08 15:02:26.689]create bugbear761  pos = 330649 244492, angle = 145, rTime = 60
[04-08 15:02:26.691]create bugbear736  pos = 280981 298862, angle = 145, rTime = 60
[04-08 15:02:26.691]create bugbear734  pos = 281711 299464, angle = 145, rTime = 60
[04-08 15:02:26.691]create bugbear734  pos = 281230 300416, angle = 145, rTime = 60
[04-08 15:02:26.691]create bugbear735  pos = 279932 301063, angle = 145, rTime = 60
[04-08 15:02:26.691]create bugbear735  pos = 280569 302040, angle = 145, rTime = 60
[04-08 15:02:26.691]create bugbear736  pos = 279097 301902, angle = 145, rTime = 60
[04-08 15:02:26.691]create bugbear736  pos = 279002 302655, angle = 145, rTime = 60
[04-08 15:02:26.692]create bugbear736  pos = 276325 298363, angle = 145, rTime = 60
[04-08 15:02:26.692]create bugbear735  pos = 275725 298378, angle = 145, rTime = 60
[04-08 15:02:26.692]create bugbear734  pos = 275358 299389, angle = 145, rTime = 60
[04-08 15:02:26.692]create bugbear734  pos = 276414 300432, angle = 145, rTime = 60
[04-08 15:02:26.692]create bugbear734  pos = 275696 300092, angle = 145, rTime = 60
[04-08 15:02:26.692]create bugbear736  pos = 275321 300923, angle = 145, rTime = 60
[04-08 15:02:26.692]create bugbear735  pos = 274499 300724, angle = 145, rTime = 60
[04-08 15:02:26.692]create bugbear735  pos = 273777 300776, angle = 145, rTime = 60
[04-08 15:02:26.692]create bugbear735  pos = 273098 301272, angle = 145, rTime = 60
[04-08 15:02:26.692]create bugbear735  pos = 271031 301820, angle = 145, rTime = 60
[04-08 15:02:26.692]create bugbear734  pos = 271531 302845, angle = 145, rTime = 60
[04-08 15:02:26.692]create bugbear736  pos = 271931 301902, angle = 145, rTime = 60
[04-08 15:02:26.692]create bugbear736  pos = 272403 302804, angle = 145, rTime = 60
[04-08 15:02:26.692]create bugbear736  pos = 273372 303326, angle = 145, rTime = 60
[04-08 15:02:26.692]create bugbear735  pos = 273014 304489, angle = 145, rTime = 60
[04-08 15:02:26.692]create bugbear734  pos = 274230 303970, angle = 145, rTime = 60
[04-08 15:02:26.692]create bugbear734  pos = 274851 304745, angle = 145, rTime = 60
[04-08 15:02:26.692]create bugbear736  pos = 274954 305916, angle = 145, rTime = 60
[04-08 15:02:26.692]create bugbear736  pos = 274083 305112, angle = 145, rTime = 60
[04-08 15:02:26.692]create bugbear735  pos = 273978 306019, angle = 145, rTime = 60
[04-08 15:02:26.692]create bugbear734  pos = 273512 306769, angle = 145, rTime = 60
