//ID	模型文件名	中文名称	类型	类型参数1	类型参数2	Special Parameter	平行光影响	点光源影响	风格	Sign	背景色开关	受地表阴影印象
696	kyjj-bd05-23.lmo	The statue02_03	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	6	0	1	0
697	kyjj-bd05-31.lmo	The statue03_01	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	6	0	1	0
698	kyjj-bd05-32.lmo	The statue03_02	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	6	0	1	0
699	kyjj-bd05-33.lmo	The statue03_03	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	6	0	1	0
700	kyjj-bd05-34.lmo	The statue03_04	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	6	0	1	0
701	kyjj-bd06-01.lmo	ornaments01	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	6	0	1	0
702	kyjj-bd06-21.lmo	ornaments02	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	6	0	1	1
703	kyjj-bd06-22.lmo	ornaments03	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	6	0	1	1
704	kyjj-bd05-22.lmo	The statue02_02	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	6	0	1	0
705	kyjj-bd01-41.lmo	Roman column fr1	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	6	0	1	1
706	kyjj-bd01-42.lmo	Roman column fr2	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	6	0	1	1
707	kyjj-bd01-43.lmo	Roman column fr3	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	6	0	1	1
708	kyjj-bd04-31.lmo	The walls03	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	6	0	1	0
709	kyjj-bd04-41.lmo	The walls4	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	6	0	1	0
710	kyjj-bd07-01.lmo	Fire	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	6	0	1	0
711	kyjj-bd07-02.lmo	The light effect	0	0,0,0,0,0,0,0,0,0,0,0,0	0	1	0	0	6	0	1	0
712	kyjj-bd07-03.lmo	The light effec1	0	0,0,0,0,0,0,0,0,0,0,0,0	0	1	0	0	6	0	1	0
713	kyjj-bd06-23.lmo	gravel head_1	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	6	0	1	1
714	kyjj-bd06-24.lmo	gravel head_2	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	6	0	1	1
715	kyjj-bd06-25.lmo	gravel head_3	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	6	0	1	1
716	kyjj-bd06-26.lmo	gravel head_4	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	6	0	1	1
717	kyjj-bd06-27.lmo	gravel head_5	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	6	0	1	1
718	kyjj-bd06-28.lmo	gravel head_6	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	6	0	1	0
719	kyjj-bd06-29.lmo	gravel head_7	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	6	0	1	0
720	sw_louti.lmo	Star stairs	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	6	0	1	0
721	sw_weiqiang.lmo	Star wall	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	6	0	1	0
722	sw_ta.lmo	Star tower	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	6	0	1	0
723	sw_yabian.lmo	Star BHF	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	6	0	1	0
724	sw_louti2.lmo	Star step width	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	6	0	1	0
725	tsrj_wjbayi01.lmo	Sky bar chair	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	0
726	tsrj_yinxiang.lmo	Audio	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	0
727	tsrj_caideng.lmo	DiscoBall	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	1
728	tsrj_caidengpian.lmo	Disco Lights	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	0
729	tsrj_caidengpian1.lmo	Disco Chang lig1	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	0
730	tsrj_caidengpian2.lmo	Disco Chang lig1	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	0
731	tsrj_caidengpian3.lmo	Disco Chang lig1	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	0
732	tsrj_caidengpian4.lmo	Disco Chang lig1	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	0
734	tsrj_caidengpian1x.lmo	Disco Chang lig1	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	0
735	tsrj_caidengpian2x.lmo	Disco Chang lig1	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	0
736	tsrj_caidengpian3x.lmo	Disco Chang lig1	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	0
737	tsrj_caidengpian4x.lmo	Disco Chang lig1	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	0
738	wjfangzhuo001.lmo	Square Table	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	0
739	wjzhuozi001.lmo	Table	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	0
740	wjyizi001.lmo	Chair	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	0
741	wjchaji001.lmo	Coffee Table	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	0
742	tsrj_make.lmo	heaven microphon	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	0
743	wjwutai001.lmo	Stage001	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	1
744	wjwutai002.lmo	Stage001	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	1
745	wjwutai003.lmo	Stage001	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	1
746	wjwutai004.lmo	TV	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	1
747	wjwutai005.lmo	Stage002	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	1
748	wjwutai006.lmo	Stage002	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	1
749	tsrj_bataizhuozi.lmo	Earth Bar	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	1
750	wjshafa001.lmo	sofa01	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	1
751	wjshafa002.lmo	sofa02	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	1
752	wjshafa003.lmo	sofa03	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	1
753	wjqiangtiq001.lmo	stage wall01	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	1
754	wjqiangtiq002.lmo	stage wall02	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	1
755	wjqiangtiq003.lmo	stage wall03	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	1
756	wjqiangtiq004.lmo	stage wall04	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	0
757	wjzhuziq001.lmo	stage pillar01	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	1
758	tsrj_bataiguizi.lmo	Earth Closed	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	1
759	wjqiangtiq005.lmo	stage wall05	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	1
760	wjhuaq001.lmo	Painting01	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	0
761	wjhuaq002.lmo	Painting02	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	0
762	wjhuaq003.lmo	Painting03	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	0	0	1	0
763	wjhuaq004.lmo	Painting04	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	0	0	1	0
764	wjditanq001.lmo	rooms carpet01	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	1
765	tsrj_guopen01.lmo	Guopen	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	0
766	tsrj_guopen02.lmo	wine bottles 1	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	0
767	tsrj_jiuping01.lmo	wine bottles 2	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	0
768	tsrj_jiuping02.lmo	wine bottles 3	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	0
769	tsrj_jiuping03.lmo	wine bottles 4	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	101	0	1	0
770	sky_bd01.lmo	Bay Guang	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	101	0	1	0
771	yu_bd01.lmo	Clouds	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	101	0	1	0
772	bot_bd001.lmo	Sunken boat 01	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	101	0	1	0
773	bot_bd002.lmo	Sunken boat 02	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	101	0	1	0
774	bot_bd003.lmo	Sunken boat 03	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	101	0	1	0
775	kxs_bd001.lmo	Floatin Carsise	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	101	0	1	0
776	Am_bd002.lmo	Floatin Ami	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	101	0	1	0
799	1-1.lmo	1-1.lmo	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
800	10-1.lmo	10-1.lmo	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
801	11-1.lmo	11-1.lmo	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
802	2-1.lmo	2-1.lmo	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
803	3-1.lmo	3-1.lmo	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
804	4-1.lmo	4-1.lmo	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
805	5-1.lmo	5-1.lmo	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
806	6-1.lmo	6-1.lmo	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
807	7-1.lmo	7-1.lmo	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
808	8-1.lmo	8-1.lmo	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
809	9-1.lmo	9-1.lmo	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
810	FB_AYMG_dong_01.lmo	FB_AYMG_dong_01.	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
811	FB_AYMG_house_0002.lmo	FB_AYMG_house_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
812	FB_AYMG_house_0003.lmo	FB_AYMG_house_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
813	FB_AYMG_other_0002.lmo	FB_AYMG_other_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
814	FB_AYMG_other_0003.lmo	FB_AYMG_other_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
815	FB_BCY_fengche_01.lmo	FB_BCY_fengche_0	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
816	FB_BCY_gangkou_0001.lmo	FB_BCY_gangkou_0	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
817	FB_BCY_shimai_01.lmo	FB_BCY_shimai_01	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
818	FB_BCY_shimai_03.lmo	FB_BCY_shimai_03	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
819	FB_BCY_shu_01.lmo	FB_BCY_shu_01.lm	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
820	FB_BCY_xiaochuan_0001.lmo	FB_BCY_xiaochuan	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
821	FB_BCY_xiaochuan_0002.lmo	FB_BCY_xiaochuan	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
822	FB_BCY_xiaomen_0001.lmo	FB_BCY_xiaomen_0	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
823	FB_BCY_yeshu_0001.lmo	FB_BCY_yeshu_000	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
824	FB_BCY_yeshu_0002.lmo	FB_BCY_yeshu_000	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
825	FB_BCY_yeshu_0003.lmo	FB_BCY_yeshu_000	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
826	FB_BCY_yeshu_0004.lmo	FB_BCY_yeshu_000	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
827	FB_BSFB_caibao_01.lmo	FB_BSFB_caibao_0	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
828	FB_BSFB_caibao_02.lmo	FB_BSFB_caibao_0	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
829	FB_BSFB_caibao_03.lmo	FB_BSFB_caibao_0	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
830	FB_BSFB_kuangjia_0002.lmo	FB_BSFB_kuangjia	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
831	FB_chongdong_dan_0001.lmo	FB_chongdong_dan	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
832	FB_chongdong_dan_0002.lmo	FB_chongdong_dan	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
833	FB_chongdong_dan_0003.lmo	FB_chongdong_dan	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
834	FB_chongdong_dan_0004.lmo	FB_chongdong_dan	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
835	FB_chongdong_dan_0005.lmo	FB_chongdong_dan	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
836	FB_chongdong_dan_0006.lmo	FB_chongdong_dan	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
837	FB_chongdong_mogu_0001.lmo	FB_chongdong_mog	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
838	FB_chongdong_mogu_0001_01.lmo	FB_chongdong_mog	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
839	FB_chongdong_mogu_0001_02.lmo	FB_chongdong_mog	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
840	FB_chongdong_mogu_0001_03.lmo	FB_chongdong_mog	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
841	FB_chongdong_mogu_0002.lmo	FB_chongdong_mog	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
842	FB_chongdong_mogu_0003.lmo	FB_chongdong_mog	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
843	FB_chongdong_mogu_0004.lmo	FB_chongdong_mog	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
844	FB_chongdong_mogu_0005.lmo	FB_chongdong_mog	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
845	FB_chongdong_mogu_0006.lmo	FB_chongdong_mog	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
846	FB_chongdong_other_0001.lmo	FB_chongdong_oth	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
847	FB_chongdong_other_0002.lmo	FB_chongdong_oth	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
848	FB_chongdong_other_0003.lmo	FB_chongdong_oth	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
849	FB_chongdong_other_0004.lmo	FB_chongdong_oth	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
850	FB_chongdong_other_0006.lmo	FB_chongdong_oth	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
851	FB_chongdong_other_0007.lmo	FB_chongdong_oth	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
852	FB_dadi_cao_0001.lmo	FB_dadi_cao_0001	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
853	FB_dadi_house_0001.lmo	FB_dadi_house_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
854	FB_dadi_house_0002.lmo	FB_dadi_house_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
855	FB_dadi_jitai_0001.lmo	FB_dadi_jitai_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
856	FB_dadi_jitai_0002.lmo	FB_dadi_jitai_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
857	FB_dadi_other_0001.lmo	FB_dadi_other_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
858	FB_dadi_other_0002.lmo	FB_dadi_other_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
859	FB_dadi_other_0003.lmo	FB_dadi_other_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
860	FB_dadi_other_0004.lmo	FB_dadi_other_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
861	FB_dadi_other_0005.lmo	FB_dadi_other_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
862	FB_dadi_other_0006.lmo	FB_dadi_other_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
863	FB_dadi_rukou_0001.lmo	FB_dadi_rukou_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
864	FB_dadi_rukou_0002.lmo	FB_dadi_rukou_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
865	FB_dadi_shiban_0001.lmo	FB_dadi_shiban_0	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
866	FB_dadi_shiban_0002.lmo	FB_dadi_shiban_0	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
867	FB_dadi_shiban_0003.lmo	FB_dadi_shiban_0	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
868	FB_dadi_shudiao_0001.lmo	FB_dadi_shudiao_	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
869	FB_dadi_shuwu_0001.lmo	FB_dadi_shuwu_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
870	FB_DDLD_guanme_0001.lmo	FB_DDLD_guanme_0	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
871	FB_DDLD_guanme_0002.lmo	FB_DDLD_guanme_0	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
872	FB_DXSD_baobian_0001.lmo	FB_DXSD_baobian_	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
873	FB_DXSD_baobian_0002.lmo	FB_DXSD_baobian_	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
874	FB_DXSD_louti_0001.lmo	FB_DXSD_louti_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
875	FB_DXSD_louti_0002.lmo	FB_DXSD_louti_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
876	FB_DXSD_men_0001.lmo	FB_DXSD_men_0001	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
877	FB_DXSD_qiang_0001.lmo	FB_DXSD_qiang_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
878	FB_DXSD_qiang_0002.lmo	FB_DXSD_qiang_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
879	FB_DXSD_qiang_0003.lmo	FB_DXSD_qiang_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
880	FB_DXSD_qiang_0004.lmo	FB_DXSD_qiang_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
881	FB_DXSD_qiang_0005.lmo	FB_DXSD_qiang_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
882	FB_DXSD_qiang_0006.lmo	FB_DXSD_qiang_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
883	FB_DXSD_qiang_0007.lmo	FB_DXSD_qiang_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
884	FB_DXSD_qiang_0008.lmo	FB_DXSD_qiang_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
885	FB_DXSD_rukou_0001.lmo	FB_DXSD_rukou_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
886	FB_DXSD_taizi_0003.lmo	FB_DXSD_taizi_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
887	FB_DXSD_taizi_0005.lmo	FB_DXSD_taizi_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
888	FB_DXSD_weilan_0001.lmo	FB_DXSD_weilan_0	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
889	FB_DXSD_zhuzi_0001.lmo	FB_DXSD_zhuzi_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
890	FB_DXSD_zhuzi_0002.lmo	FB_DXSD_zhuzi_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
891	FB_DXSD_zhuzi_0003.lmo	FB_DXSD_zhuzi_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
892	FB_GPJJC_xieebaobian_0001.lmo	FB_GPJJC_xieebao	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
893	FB_GPJJC_xieebaobian_0002.lmo	FB_GPJJC_xieebao	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
894	FB_GPJJC_xieediaosu_0001.lmo	FB_GPJJC_xieedia	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
895	FB_GPJJC_xieedidong_0001.lmo	FB_GPJJC_xieedid	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
896	FB_GPJJC_xieetaijie_0001.lmo	FB_GPJJC_xieetai	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
897	FB_GPJJC_xieezhuangshideng_0001.lmo	FB_GPJJC_xieezhu	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
898	FB_GPJJC_xieezhujianzhu_0001.lmo	FB_GPJJC_xieezhu	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
899	FB_GPJJC_xieezhuzi_0001.lmo	FB_GPJJC_xieezhu	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
900	FB_GPJJC_yewaifangzi_01.lmo	FB_GPJJC_yewaifa	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
901	FB_GPJJC_zhengyidiaosu_0001.lmo	FB_GPJJC_zhengyi	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
902	FB_GPJJC_zhengyitaijie_0001.lmo	FB_GPJJC_zhengyi	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
903	FB_jianyu_damen_0001.lmo	FB_jianyu_damen_	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
904	FB_jianyu_kulou_0003.lmo	FB_jianyu_kulou_	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
905	FB_jianyu_qiang_0001.lmo	FB_jianyu_qiang_	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
906	FB_jianyu_qiang_0002.lmo	FB_jianyu_qiang_	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
907	FB_jianyu_zhuzi_0001.lmo	FB_jianyu_zhuzi_	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
908	FB_jianyu_zhuzi_0002.lmo	FB_jianyu_zhuzi_	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
909	FB_jianyu_zhuzi_0003.lmo	FB_jianyu_zhuzi_	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
910	FB_jitan_0001.lmo	FB_jitan_0001.lm	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
911	FB_jitan_0002.lmo	FB_jitan_0002.lm	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
912	FB_jitan_0003.lmo	FB_jitan_0003.lm	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
913	FB_jitan_0004.lmo	FB_jitan_0004.lm	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
914	FB_jitan_0005.lmo	FB_jitan_0005.lm	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
915	FB_jitan_0010.lmo	FB_jitan_0010.lm	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
916	FB_jitan_0011.lmo	FB_jitan_0011.lm	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
