//ID	Item Name	ICON	Item Model	Lance Texture	Carsise Texture	Phyllis Texture	Ami Texture	Ship Symbol	ship siz number	Type	obtain prefix rate	set ID	Forging Level	Stable value	only ID	Tradeable Or Not	picked	Discard	Confirm to delete	stackable	is it instantiation	SELLING PRICE	Lance=1,Carise=2,Phyliss=3,Ami=4	Character Level	Class	Character Nick	Character Reputation	item can equip location	item switch location	item obtain into location determine	Str modulus bonus	Agi modulus bonus	Dex modulus bonus	Con modulus bonus	Spr modulus bonus	Luk modulus bonus	ASPD Bonus	????????	?????????	?????????	Percent Def Bonus	Percent HP Bonus	Percent SP  Bonus	flee modulus bonus	Hit modulus bonus	crt modulus bonus	mf modulus bonus	hrec modulus bonus	srec modulus bonus	mspd modulus bonus	col modulus bonus	STR (STAT)	AGI (STAT)	ACC (STAT)	CON (STAT)	SPR (STAT)	Lukconstant bonus	????????	????????	Min Attack Power	Max Attack Power	+ Defense	+ Max HP Bonus	+ Max SP Bonus	+ Dodge Rate Bonus	hitconstant bonus	crtconstant bonus	mfconstant bonus	HP Recovery Speed Bonus	SP Recovery Speed Bonus	+ MSPD Bonus	colconstant bonus	Physical Resist	item left hand exert identifier	Item Energy	Durability	Max instantiation hole value	Ship durability recovered	can contain cannon quantity	ship member count	member label	Cargo Capacity	Fuel consumption	Cannonball Path of Flight speed	ship movement speed	usage effect	display effect	item bind effect	item bind effect dummy	Display item effect (item put at object slot 1 to show effect)	item drop model effect	item usage effect	Description (Item level)	Remark
2613	Captain Commerce Statue	n1561	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Normal statue with some goods engraving. Material for Manufacturing. Obtainable from Sea Commerce	1
2614	Heart of Sparkle	n1562	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Shining White Heart	1
2615	Heart of Glory	n1563	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Shining Silver Heart	1
2616	Heart of Splendor	n1564	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Shining Gold Heart	1
2617	Compressed Energy I	n1565	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A square of 7 colors with \G\ craved on it. Material for cooking and manufacturing. Obtainable from pet merchant	1
2619	Compressed Energy II	n1566	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A square of 7 colors with \KG\ craved on it. Material for cooking and manufacturing. Obtainable from pet merchant	1
2622	Compressed Energy III	n1567	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A square of 7 colors with \T\ craved on it. Material for cooking and manufacturing. Obtainable from pet merchant	1
2624	Compressed Energy IV	n1568	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A square of 7 colors with \MT\ craved on it. Material for cooking and manufacturing. Obtainable from pet merchant	1
2625	Stone Catalyst	n1569	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	For use during Analyzation to analyze stone related items. Obtainable from Item Mall	1
2630	Food Catalyst	n1570	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	For use during Analyzation to analyze food related items. Obtainable from Item Mall	1
2634	Special Catalyst	n1571	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	For use during Analyzation to analyze special items. Obtainable from Item Mall	1
2635	Bone Catalyst	n1572	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	For use during Analyzation to analyze bone related items. Obtainable from Item Mall	1
2636	Plant Catalyst	n1573	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	For use during Analyzation to analyze plant related items. Obtainable from Item Mall	1
2637	Fur Catalyst	n1574	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	For use during Analyzation to analyze fur & skin related items. Obtainable from Item Mall	1
2638	Liquid Catalyst	n1575	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	For use during Analyzation to analyze plant related items. Obtainable from Item Mall	1
2639	Wood Catalyst	n1576	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	For use during Analyzation to analyze plant related items. Obtainable from Item Mall	1
2640	Pressurize Metal	n1577	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Material for Manufacturing. Purchased at Pet Merchant	1
2641	Solid Metal	n1578	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Material for Manufacturing. Purchased at Pet Merchant	1
2642	Support Metal	n1579	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Material for Manufacturing. Purchased at Pet Merchant	1
2643	Tenacious Metal	n1580	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Material for Manufacturing. Purchased at Pet Merchant	1
2644	Waterproof Metal	n1581	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Material for Manufacturing. Purchased at Pet Merchant	1
2649	Insulating Metal	n1582	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Material for Manufacturing. Purchased at Pet Merchant	1
2650	Little Squidy Captain Statue	n1583	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Material for Crafting and Manufacturing. Dropped by Mini Boss monsters	1
2651	Smuggler Leader Statue	n1584	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Material for Crafting and Manufacturing. Dropped by Mini Boss monsters	1
2652	Violent Air Porky Statue	n1585	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Material for Crafting and Manufacturing. Dropped by Mini Boss monsters	1
2653	Berserk Mad Boar Statue	n1586	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Material for Crafting and Manufacturing. Dropped by Mini Boss monsters	1
2654	Grassland Wolf Champion Statue	n1587	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Material for Crafting and Manufacturing. Dropped by Mini Boss monsters	1
2655	Malicious Azure Siren Statue	n1588	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Material for Crafting and Manufacturing. Dropped by Mini Boss monsters	1
2656	Aberrance Hopping Lizard Statue	n1589	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Material for Crafting and Manufacturing. Dropped by Mini Boss monsters	1
2657	Ancient Sandy Tortoise Statue	n1590	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Material for Crafting and Manufacturing. Dropped by Mini Boss monsters	1
2658	Man-Eating Spider Queen Statue	n1591	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Material for Crafting and Manufacturing. Dropped by Mini Boss monsters	1
2659	Elite Tempest Sea Jelly Statue	n1592	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Material for Crafting and Manufacturing. Dropped by Mini Boss monsters	1
2660	Strong Little Deer Statue	n1593	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Material for Crafting and Manufacturing. Dropped by Mini Boss monsters	1
2661	Vampiric Elk Statue	n1594	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Material for Crafting and Manufacturing. Dropped by Mini Boss monsters	1
2662	Snowy Snail Monarch Statue	n1595	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Material for Crafting and Manufacturing. Dropped by Mini Boss monsters	1
2663	Fearsome Skeletal Archer Statue	n1596	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Material for Crafting and Manufacturing. Dropped by Mini Boss monsters	1
2664	Aberrance Blood Polliwog Statue	n1597	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Material for Crafting and Manufacturing. Dropped by Mini Boss monsters	1
2665	Grand Prize Voucher	n1718	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Symbol of a person with the highest moral standing. Material for manufacturing. Obtainable from Jackpot	1
2666	First Prize Voucher	n1719	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Work hard! You are near to your goals! Material for manufacturing. Obtainable from Jackpot	1
2667	Second Prize Voucher	n1720	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	You are the idol of many! Material for manufacturing. Obtainable from Jackpot.	1
2668	Third Prize Voucher	n1721	10130005	0	0	0	0	0	00	31	0	0	0	0	1	1	1	1	1	99	1	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Looks like you are a good person. Material for manufacturing. Obtainable from Jackpot	1
2673	Mirage Generator Lv1	n1712	10130005	0	0	0	0	0	00	71	0	0	0	0	0	1	1	1	1	99	0	99	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0383	0	0	0	0	0	0	New weapon for usage in the seas. Allow ship to enter invincible mode. Produce by manufacturing.	1
2674	Illusion Generator Lv1	n1713	10130005	0	0	0	0	0	00	71	0	0	0	0	0	1	1	1	1	99	0	99	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0330	0	0	0	0	0	0	New weapon for usage in the seas. Break invincible mode of target ship. Produce by manufacturing.	1
2675	Stealth Lv1	n1714	10130005	0	0	0	0	0	00	71	0	0	0	0	0	1	1	1	1	99	0	99	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0384	0	0	0	0	0	0	New weapon for usage in the seas. Enable ship to move in stealth. Produce by manufacturing.	1
2676	Radar Lv1	n1715	10130005	0	0	0	0	0	00	71	0	0	0	0	0	1	1	1	1	99	0	99	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0385	0	0	0	0	0	0	New weapon for usage in the seas. Detect ships in stealth. Produce by manufacturing.	1
2677	Chain Bullet Lv1	n1716	10130005	0	0	0	0	0	00	71	0	0	0	0	0	1	1	1	1	99	0	99	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0382	0	0	0	0	0	0	New weapon for usage in the seas. Decreases movement speed of target ship. Produce by manufacturing.	1
2678	Water Mine Lv1	n1717	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	99	0	99	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_SL1	0	0	0	0	0	0	To be placed in water. Ignites when target moves near, damaging all in range.	1
2679	Lv1 Manufacturing Guide	book5	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	1	1000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	AddLifeSkill	0	0	0	0	0	0	Lifeskill book. Allow user to learn Lv1 Manufacturing. Required to have Lv1 Woodcutting.	1
2680	Lv2 Manufacturing Guide	book5	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	1000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	AddLifeSkill	0	0	0	0	0	0	Lifeskill book. Allow user to learn Lv2 Manufacturing. Required to have Lv2 Woodcutting and Lv1 Manufacturing.	1
2681	Lv3 Manufacturing Guide	book5	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	1000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	AddLifeSkill	0	0	0	0	0	0	Lifeskill book. Allow user to learn Lv3 Manufacturing. Required to have Lv3 Woodcutting and Lv2 Manufacturing.	1
2682	Lv4 Manufacturing Guide	book5	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	1000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	AddLifeSkill	0	0	0	0	0	0	Lifeskill book. Allow user to learn Lv4 Manufacturing. Required to have Lv4 Woodcutting and Lv3 Manufacturing.	1
2683	Lv5 Manufacturing Guide	book5	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	1000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	AddLifeSkill	0	0	0	0	0	0	Lifeskill book. Allow user to learn Lv5 Manufacturing. Required to have Lv5 Woodcutting and Lv4 Manufacturing.	1
